pair_key,cv_id,cv_level,cv_category,job_id,job_title,job_category,rank,high_dims,cohere_relevance,gptoss_relevance,llama_relevance,final_relevance,cohere_skills,gptoss_skills,llama_skills,final_skills,cohere_experience,gptoss_experience,llama_experience,final_experience,cohere_education,gptoss_education,llama_education,final_education,job_experience,job_education_level,cv_experience_years,cv_education_level,cv_education_field,cv_technical_skills,job_requirements_tags,job_technical_skills
hcns_P_a5b40b32584c4c0995dab2a7320a38b9_12,hcns_P,P,Hành chính nhân sự,a5b40b32584c4c0995dab2a7320a38b9,Nhân Viên Kinh Doanh Phụ Gia Thức Ăn Chăn Nuôi| Thu Nhập Tới 30 Triệu | Kinh Nghiệm 2 Năm | Tại Hà Nội Và Hồ Chí Minh,Nhân viên kinh doanh,12,education_match,3,5,5,5,3,3,4,3,7,9,9,9,4,9,7,5,2 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,warehouse management systems; office applications,Chuyên môn Nông/Lâm/Ngư nghiệp khác; Nông lâm ngư nghiệp,giao tiếp; đàm phán; làm việc độc lập; chủ động và trách nhiệm
hcns_P_e64a793e79b507d7cfba0808d84d5117_1,hcns_P,P,Hành chính nhân sự,e64a793e79b507d7cfba0808d84d5117,Warehouse Admin (Nhân Viên Hành Chính Kho),Hành chính nhân sự,1,experience_match,7,6,6,6,7,4,5,5,9,6,4,5,7,8,7,7,Dưới 1 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,warehouse management systems; office applications,Hành chính kho; Logistic / Vận tải; Kho vận,warehouse management systems; office applications; Excel; AutoCAD; Python; SAP
hcns_P_fadbf9fddd686b0aba832143a92a3355_4,hcns_P,P,Hành chính nhân sự,fadbf9fddd686b0aba832143a92a3355,Nhân Viên Chăm Sóc Khách Hàng,Chăm sóc khách hàng,4,skills_match,7,5,4,6,7,5,2,5,9,8,5,8,7,9,7,7,1 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,warehouse management systems; office applications,Chăm sóc khách hàng; Y tế / Dược phẩm; Quan hệ công chúng; Nhà hàng / Khách sạn,giao tiếp xuất sắc; kỹ năng giải quyết vấn đề và xử lý tình huống tốt; khả năng làm việc độc lập và làm việc nhóm hiệu quả
it_L1_04c1b93f257cfa2845bb12ba46547512_12,it_L1,L1,IT,04c1b93f257cfa2845bb12ba46547512,"Fullstack Team Lead (NodeJS / ReactJS) - 5 Năm Kinh Nghiệm - Làm Việc Tại Lê Đức Thọ, HN - Phúc Lợi Tốt, Thu Nhập 30 Triệu +++",IT,12,education_match,2,2,2,2,1,1,1,1,0,1,0,0,3,9,9,5,5 năm,Trung cấp,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,Technical Leader; IT - Phần mềm,Technical Leader; IT - Phần mềm; NodeJS; NestJS; ReactJS; NextJS; TypeScript; REST API; system design; database (PostgreSQL/MySQL); CI/CD; Docker
it_L1_674d847f3248b5023aabbc8a8a417abd_6,it_L1,L1,IT,674d847f3248b5023aabbc8a8a417abd,Nhân Viên Designer,IT,6,experience_match,4,3,4,4,3,2,2,2,8,5,0,5,7,8,8,8,1 năm,Cao đẳng,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,,Interaction Designer
it_L1_958a026db76bf0354eb9932511b55dde_1,it_L1,L1,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,1,skills_match,7,4,7,7,6,2,7,4,10,10,10,10,10,10,9,10,Dưới 1 năm,Đại học,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L1_958a026db76bf0354eb9932511b55dde_2,it_L1,L1,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,2,skills_match,7,5,7,7,6,2,7,4,10,10,10,10,10,10,9,10,Dưới 1 năm,Đại học,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L1_958a026db76bf0354eb9932511b55dde_3,it_L1,L1,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,3,skills_match,7,4,7,7,7,2,7,4,10,10,10,10,10,10,9,10,Dưới 1 năm,Đại học,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L1_958a026db76bf0354eb9932511b55dde_4,it_L1,L1,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,4,skills_match,7,5,7,7,7,2,7,4,10,9,10,10,10,10,9,10,Dưới 1 năm,Đại học,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L1_b2ab9df3057e2e0507021399d9b9437c_11,it_L1,L1,IT,b2ab9df3057e2e0507021399d9b9437c,Thiết Kế Đồ Họa (Graphic Designer - Performance Marketing),IT,11,experience_match,3,3,2,3,2,1,1,1,7,3,0,5,7,8,8,8,1 năm,Cao đẳng,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,Thiết kế đồ họa (Graphic Design); Thương mại điện tử; Thiết kế / Kiến trúc; Marketing / Quảng cáo,Adobe Photoshop; Illustrator; After Effects
it_L1_c201fe5ee87421c05573035a7bc9ed3a_8,it_L1,L1,IT,c201fe5ee87421c05573035a7bc9ed3a,Creative Designer (2D & 3D),IT,8,education_match,2,3,2,2,1,2,1,1,3,3,0,3,4,9,8,5,2 năm,Cao đẳng,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,,Thiết kế đồ họa (Graphic Design); Thiết kế / Kiến trúc
it_L1_d0e99773e5277a19e61f3e553eee89e9_13,it_L1,L1,IT,d0e99773e5277a19e61f3e553eee89e9,"Fullstack Team Lead (NodeJS / ReactJS) - 5 Năm Kinh Nghiệm - Làm Việc Tại Lê Đức Thọ, HN - Phúc Lợi Tốt, Thu Nhập 25 Triệu +++",IT,13,education_match,2,2,2,2,1,1,2,1,0,0,0,0,3,8,7,5,5 năm,Trung cấp,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,,Technical Leader; IT - Phần mềm; NodeJS; NestJS; ReactJS; NextJS; TypeScript; REST API; system design; database (PostgreSQL/MySQL); CI/CD; Docker
it_L1_d743982d37b72bcad2a5650601ca5403_7,it_L1,L1,IT,d743982d37b72bcad2a5650601ca5403,Art Designer/ Creative Designer(Tiếng Anh Giao Tiếp),IT,7,experience_match,3,3,2,3,2,0,1,1,5,8,0,5,7,9,7,7,1 năm,Đại học,0,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Draw.io,,Photoshop; Illustrator; After Effects
it_L2_62c7a4b86a029add2ce9cace92e5a43b_4,it_L2,L2,IT,62c7a4b86a029add2ce9cace92e5a43b,Software Tester,IT,4,experience_match,7,4,6,5,6,3,4,4,10,5,10,2,10,10,10,10,Không yêu cầu,Đại học,1,Đại học,Công nghệ thông tin,Jira; Embedded Engineer; Version Control tools,Software Tester (Automation & Manual),Software Tester (Automation & Manual)
it_L2b_958a026db76bf0354eb9932511b55dde_3,it_L2b,L2b,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,3,experience_match,8,8,7,8,8,8,8,8,9,6,3,8,10,10,9,10,Dưới 1 năm,Đại học,2,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Google Test (GTest) Framework; Unit Testing Tools (RTRT); MISRA C/C++,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L2b_958a026db76bf0354eb9932511b55dde_4,it_L2b,L2b,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,4,experience_match,8,7,7,8,8,8,8,8,9,6,3,8,10,10,9,10,Dưới 1 năm,Đại học,2,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Google Test (GTest) Framework; Unit Testing Tools (RTRT); MISRA C/C++,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L2b_c08c76e3d993d0a2323c58bea2c2a0f9_14,it_L2b,L2b,IT,c08c76e3d993d0a2323c58bea2c2a0f9,Kế Toán/Kiểm Toán Làm Chuyên Viên Kiểm Thử Phần Mềm (QC/Tester),IT,14,skills_match,2,5,2,3,1,7,1,2,3,7,5,5,7,5,7,7,1 năm,Đại học,2,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Google Test (GTest) Framework; Unit Testing Tools (RTRT); MISRA C/C++,Software Tester (Automation & Manual); IT - Phần mềm; Kế toán; Kiểm toán,Software Tester (Automation & Manual); IT - Phần mềm; Kế toán
it_L2b_f5eee5193d6a6c743f1c23eefdca1c71_11,it_L2b,L2b,IT,f5eee5193d6a6c743f1c23eefdca1c71,Embedded Linux Middleware Engineer,IT,11,experience_match,7,5,6,7,7,4,7,7,9,6,3,8,10,10,10,10,Dưới 1 năm,Đại học,2,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Google Test (GTest) Framework; Unit Testing Tools (RTRT); MISRA C/C++,Embedded Engineer/Lập trình nhúng; IT - Phần mềm,Embedded Engineer; Lập trình nhúng; IT - Phần mềm
it_L2b_f5eee5193d6a6c743f1c23eefdca1c71_13,it_L2b,L2b,IT,f5eee5193d6a6c743f1c23eefdca1c71,Embedded Linux Middleware Engineer,IT,13,skills_match;experience_match,7,3,6,7,7,2,7,6,9,5,3,8,10,10,10,10,Dưới 1 năm,Đại học,2,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Google Test (GTest) Framework; Unit Testing Tools (RTRT); MISRA C/C++,Embedded Engineer/Lập trình nhúng; IT - Phần mềm,Embedded Engineer; Lập trình nhúng; IT - Phần mềm
it_L2b_f5eee5193d6a6c743f1c23eefdca1c71_7,it_L2b,L2b,IT,f5eee5193d6a6c743f1c23eefdca1c71,Embedded Linux Middleware Engineer,IT,7,skills_match;experience_match,7,4,6,7,7,2,7,6,9,6,4,8,10,9,10,10,Dưới 1 năm,Đại học,2,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Google Test (GTest) Framework; Unit Testing Tools (RTRT); MISRA C/C++,Embedded Engineer/Lập trình nhúng; IT - Phần mềm,Embedded Engineer; Lập trình nhúng; IT - Phần mềm
it_L2b_f5eee5193d6a6c743f1c23eefdca1c71_9,it_L2b,L2b,IT,f5eee5193d6a6c743f1c23eefdca1c71,Embedded Linux Middleware Engineer,IT,9,skills_match;experience_match,7,3,6,7,7,2,7,6,9,5,4,8,10,10,10,10,Dưới 1 năm,Đại học,2,Đại học,Công nghệ thông tin,C / C++ Programming Experience; Google Test (GTest) Framework; Unit Testing Tools (RTRT); MISRA C/C++,Embedded Engineer/Lập trình nhúng; IT - Phần mềm,Embedded Engineer; Lập trình nhúng; IT - Phần mềm
it_L3_000c6efc138fab28d32a26eafe193345_13,it_L3,L3,IT,000c6efc138fab28d32a26eafe193345,Print Production Artist (English),IT,13,experience_match,3,3,2,4,2,1,2,2,7,4,2,5,7,8,7,7,Dưới 1 năm,Cao đẳng,3,Đại học,Công nghệ thông tin,IT Project Manager; Business Analyst; Google Test (GTest) Framework,Thiết kế đồ họa (Graphic Design); IT - Phần mềm; Thương mại điện tử; In ấn / Xuất bản,Adobe Illustrator; Photoshop
it_L3_570e5488efdf34f3acdb39b05f192ca1_1,it_L3,L3,IT,570e5488efdf34f3acdb39b05f192ca1,Business Analyst (BA),IT,1,experience_match,8,6,6,6,7,5,5,5,9,5,2,5,10,10,10,10,Dưới 1 năm,Đại học,3,Đại học,Công nghệ thông tin,IT Project Manager; Business Analyst; Google Test (GTest) Framework,Business Analyst (Phân tích nghiệp vụ); IT - Phần mềm,Figma; Draw.io; Jira; Lark
it_L3_570e5488efdf34f3acdb39b05f192ca1_3,it_L3,L3,IT,570e5488efdf34f3acdb39b05f192ca1,Business Analyst (BA),IT,3,experience_match,8,6,6,6,7,5,5,5,9,5,3,5,10,10,10,10,Dưới 1 năm,Đại học,3,Đại học,Công nghệ thông tin,IT Project Manager; Business Analyst; Google Test (GTest) Framework,Business Analyst (Phân tích nghiệp vụ); IT - Phần mềm,Figma; Draw.io; Jira; Lark
it_L3_958a026db76bf0354eb9932511b55dde_11,it_L3,L3,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,11,skills_match;experience_match,7,3,4,4,7,2,2,2,9,5,0,5,10,10,9,10,Dưới 1 năm,Đại học,3,Đại học,Công nghệ thông tin,IT Project Manager; Business Analyst; Google Test (GTest) Framework,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L3_958a026db76bf0354eb9932511b55dde_5,it_L3,L3,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,5,skills_match;experience_match,7,3,4,4,7,2,2,2,9,4,0,5,10,10,9,10,Dưới 1 năm,Đại học,3,Đại học,Công nghệ thông tin,IT Project Manager; Business Analyst; Google Test (GTest) Framework,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L3_958a026db76bf0354eb9932511b55dde_7,it_L3,L3,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,7,skills_match;experience_match,7,5,4,5,7,4,2,3,9,5,0,5,10,10,9,10,Dưới 1 năm,Đại học,3,Đại học,Công nghệ thông tin,IT Project Manager; Business Analyst; Google Test (GTest) Framework,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L3_958a026db76bf0354eb9932511b55dde_9,it_L3,L3,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,9,skills_match;experience_match,7,5,4,5,8,4,2,3,9,6,0,5,10,10,9,10,Dưới 1 năm,Đại học,3,Đại học,Công nghệ thông tin,IT Project Manager; Business Analyst; Google Test (GTest) Framework,Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L3b_570e5488efdf34f3acdb39b05f192ca1_3,it_L3b,L3b,IT,570e5488efdf34f3acdb39b05f192ca1,Business Analyst (BA),IT,3,experience_match,7,5,6,7,7,4,7,7,9,4,2,5,10,10,10,10,Dưới 1 năm,Đại học,4,Đại học,Công nghệ thông tin,"IT - Phần mềm; Business Analyst (Phân tích nghiệp vụ); IT Project Manager; Embedded Engineer; Lập trình nhúng; Version Control tools (GitHub, SoCo)",Business Analyst (Phân tích nghiệp vụ); IT - Phần mềm,Figma; Draw.io; Jira; Lark
it_L3b_570e5488efdf34f3acdb39b05f192ca1_5,it_L3b,L3b,IT,570e5488efdf34f3acdb39b05f192ca1,Business Analyst (BA),IT,5,experience_match,7,6,6,7,7,6,7,7,9,4,2,5,10,10,10,10,Dưới 1 năm,Đại học,4,Đại học,Công nghệ thông tin,"IT - Phần mềm; Business Analyst (Phân tích nghiệp vụ); IT Project Manager; Embedded Engineer; Lập trình nhúng; Version Control tools (GitHub, SoCo)",Business Analyst (Phân tích nghiệp vụ); IT - Phần mềm,Figma; Draw.io; Jira; Lark
it_L3b_570e5488efdf34f3acdb39b05f192ca1_6,it_L3b,L3b,IT,570e5488efdf34f3acdb39b05f192ca1,Business Analyst (BA),IT,6,experience_match,8,5,6,7,8,5,7,7,9,5,2,5,10,10,10,10,Dưới 1 năm,Đại học,4,Đại học,Công nghệ thông tin,"IT - Phần mềm; Business Analyst (Phân tích nghiệp vụ); IT Project Manager; Embedded Engineer; Lập trình nhúng; Version Control tools (GitHub, SoCo)",Business Analyst (Phân tích nghiệp vụ); IT - Phần mềm,Figma; Draw.io; Jira; Lark
it_L3b_f72a7f8fc1dc130c86e42bb6240a3baf_7,it_L3b,L3b,IT,f72a7f8fc1dc130c86e42bb6240a3baf,Junior Business Analyst (E-Commerce/ SaaS),IT,7,experience_match,7,7,7,7,7,7,6,7,9,6,3,6,10,10,10,10,1 năm,Đại học,4,Đại học,Công nghệ thông tin,"IT - Phần mềm; Business Analyst (Phân tích nghiệp vụ); IT Project Manager; Embedded Engineer; Lập trình nhúng; Version Control tools (GitHub, SoCo)",,Business Analyst (Phân tích nghiệp vụ); Thương mại điện tử; IT - Phần mềm
it_L4_18a2df0ff46629e8e6841765110b858e_6,it_L4,L4,IT,18a2df0ff46629e8e6841765110b858e,Nhân Viên Tư Vấn Triển Khai Phần Mềm Kế Toán,IT,6,experience_match,7,6,5,6,7,6,4,6,10,4,10,4,7,8,7,7,Không yêu cầu,Cao đẳng,6,Đại học,Công nghệ thông tin,IT - Phần mềm; Embedded Engineer; Version Control tools; MISRA C/C++,,Kinh doanh phần mềm; IT - Phần mềm; Kế toán; Kiểm toán; B2B
it_L4_3d70186b1b7186e76993b29dca7ae421_15,it_L4,L4,IT,3d70186b1b7186e76993b29dca7ae421,Middle Web System Engineer (Python/VueJS),IT,15,skills_match,7,5,7,6,7,2,6,3,7,5,4,5,10,10,10,10,2 năm,Đại học,6,Đại học,Công nghệ thông tin,IT - Phần mềm; Embedded Engineer; Version Control tools; MISRA C/C++,,PHP (FuelPHP); Python (FastAPI); JavaScript/TypeScript (VueJS); Postgresql; Elasticsearch; Redis; AWS; Linux; Git; Bitbucket Pipelines; Docker
it_L4_51e8affd0930f4c77f2e20d6d46e5146_14,it_L4,L4,IT,51e8affd0930f4c77f2e20d6d46e5146,Nhân Viên Điều Phối Dự Án IT - Offer Upto 25 Triệu,IT,14,experience_match,8,7,7,7,8,8,6,8,9,5,4,5,8,8,8,8,2 năm,Cao đẳng,6,Đại học,Công nghệ thông tin,IT - Phần mềm; Embedded Engineer; Version Control tools; MISRA C/C++,,IT Project Manager; IT - Phần mềm
it_L4_56c7f77280fca63fab7e88b3e689d0ae_10,it_L4,L4,IT,56c7f77280fca63fab7e88b3e689d0ae,Internship Engineer (Mechanical / Hardware / Software) / Thực Tập Sinh Kỹ Sư (Cơ Khí / Phần Cứng / Phần Mềm),IT,10,experience_match,6,4,4,4,5,2,2,2,10,4,10,4,7,10,7,7,Không yêu cầu,Trung cấp,6,Đại học,Công nghệ thông tin,IT - Phần mềm; Embedded Engineer; Version Control tools; MISRA C/C++,Kỹ sư cơ khí,CATIA; SolidWorks; Excel; PowerPoint; LIN; CAN; MATLAB
it_L4_56c7f77280fca63fab7e88b3e689d0ae_12,it_L4,L4,IT,56c7f77280fca63fab7e88b3e689d0ae,Internship Engineer (Mechanical / Hardware / Software) / Thực Tập Sinh Kỹ Sư (Cơ Khí / Phần Cứng / Phần Mềm),IT,12,experience_match,6,4,4,4,5,3,2,3,10,4,10,4,7,7,7,7,Không yêu cầu,Trung cấp,6,Đại học,Công nghệ thông tin,IT - Phần mềm; Embedded Engineer; Version Control tools; MISRA C/C++,Kỹ sư cơ khí,CATIA; SolidWorks; Excel; PowerPoint; LIN; CAN; MATLAB
it_L4_56c7f77280fca63fab7e88b3e689d0ae_7,it_L4,L4,IT,56c7f77280fca63fab7e88b3e689d0ae,Internship Engineer (Mechanical / Hardware / Software) / Thực Tập Sinh Kỹ Sư (Cơ Khí / Phần Cứng / Phần Mềm),IT,7,experience_match,6,4,4,4,5,4,2,4,10,4,10,4,7,9,7,7,Không yêu cầu,Trung cấp,6,Đại học,Công nghệ thông tin,IT - Phần mềm; Embedded Engineer; Version Control tools; MISRA C/C++,Kỹ sư cơ khí,CATIA; SolidWorks; Excel; PowerPoint; LIN; CAN; MATLAB; Coverage; Misra-C
it_L4_56c7f77280fca63fab7e88b3e689d0ae_9,it_L4,L4,IT,56c7f77280fca63fab7e88b3e689d0ae,Internship Engineer (Mechanical / Hardware / Software) / Thực Tập Sinh Kỹ Sư (Cơ Khí / Phần Cứng / Phần Mềm),IT,9,experience_match,5,3,4,4,4,2,2,2,10,3,10,4,7,9,7,7,Không yêu cầu,Trung cấp,6,Đại học,Công nghệ thông tin,IT - Phần mềm; Embedded Engineer; Version Control tools; MISRA C/C++,Kỹ sư cơ khí,CATIA; SolidWorks; Excel; PowerPoint; LIN; CAN; MATLAB; Coverage; Misra-C
it_L4b_28ad5e42ab9d9eebc5610131513c2b5d_5,it_L4b,L4b,IT,28ad5e42ab9d9eebc5610131513c2b5d,Kỹ Sư Lập Trình Và Phát Triển Phần Mềm,IT,5,experience_match,8,6,8,7,7,5,7,7,10,4,10,4,10,10,10,10,Không yêu cầu,Đại học,7,Đại học,Công nghệ thông tin,"IT - Phần mềm; Business Analyst (Phân tích nghiệp vụ); IT Project Manager; Embedded Engineer; Lập trình nhúng; Version Control tools (GitHub, SoCo); C / C++ Programming Experience; Google Test (GTest) Framework",,Fullstack Developer; IT - Phần mềm; Công nghệ kỹ thuật
it_L4b_958a026db76bf0354eb9932511b55dde_10,it_L4b,L4b,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,10,relevance_score;experience_match,7,5,2,6,8,8,6,8,5,4,0,4,10,10,10,10,Dưới 1 năm,Đại học,7,Đại học,Công nghệ thông tin,"IT - Phần mềm; Business Analyst (Phân tích nghiệp vụ); IT Project Manager; Embedded Engineer; Lập trình nhúng; Version Control tools (GitHub, SoCo); C / C++ Programming Experience; Google Test (GTest) Framework",Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L4b_958a026db76bf0354eb9932511b55dde_12,it_L4b,L4b,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,12,relevance_score;experience_match,7,6,2,6,8,6,6,6,5,4,0,4,10,10,10,10,Dưới 1 năm,Đại học,7,Đại học,Công nghệ thông tin,"IT - Phần mềm; Business Analyst (Phân tích nghiệp vụ); IT Project Manager; Embedded Engineer; Lập trình nhúng; Version Control tools (GitHub, SoCo); C / C++ Programming Experience; Google Test (GTest) Framework",Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L4b_958a026db76bf0354eb9932511b55dde_14,it_L4b,L4b,IT,958a026db76bf0354eb9932511b55dde,Software Testing Internship (Hanoi),IT,14,relevance_score;experience_match,7,6,2,6,8,6,6,6,5,5,0,4,10,10,10,10,Dưới 1 năm,Đại học,7,Đại học,Công nghệ thông tin,"IT - Phần mềm; Business Analyst (Phân tích nghiệp vụ); IT Project Manager; Embedded Engineer; Lập trình nhúng; Version Control tools (GitHub, SoCo); C / C++ Programming Experience; Google Test (GTest) Framework",Software Tester (Automation & Manual); IT - Phần mềm; Viễn thông; Điện / Điện tử / Điện lạnh,C / C++ Programming Experience; Knowledge of Development & Debugger Environment; Google Test (GTest) Framework; Unit Testing Tools (RTRT; Cantata); MISRA C/C++; Version Control tools (GitHub; SoCo)
it_L4b_da7904dc54b4619910db70dfcfc3b207_8,it_L4b,L4b,IT,da7904dc54b4619910db70dfcfc3b207,Data Engineer/Data Analytics (DE/DA),IT,8,skills_match,6,2,5,5,6,1,4,3,7,5,3,5,10,10,10,10,3 năm,Đại học,7,Đại học,Công nghệ thông tin,"IT - Phần mềm; Business Analyst (Phân tích nghiệp vụ); IT Project Manager; Embedded Engineer; Lập trình nhúng; Version Control tools (GitHub, SoCo); C / C++ Programming Experience; Google Test (GTest) Framework",Data Analyst; IT - Phần mềm,Python; R; Scala; SQL; BigQuery; Snowflake; AWS; Azure; Google Cloud Platform
it_P2_16ddf96c00d565e99c88f001ce1362a0_3,it_P2,P2,IT,16ddf96c00d565e99c88f001ce1362a0,Chuyên Viên Hỗ Trợ Tín Dụng - [BAC A BANK - Chi Nhánh Hưng Yên/Hà Giang/ Hải Phòng],Nhân viên kinh doanh,3,skills_match,4,6,4,6,3,7,2,6,7,8,5,7,7,9,9,9,1 năm,Đại học,2,Đại học,Quản trị kinh doanh,Excel; SAP,,soạn thảo văn bản; làm việc độc lập và làm việc nhóm; giao tiếp
it_P2_31f94b71b9ece5490c0d975496a785f7_1,it_P2,P2,IT,31f94b71b9ece5490c0d975496a785f7,Giáo Viên Tiếng Anh (Toeic - Giao Tiếp) - Fulltime,Giáo dục,1,skills_match;experience_match;education_match,1,4,2,4,1,6,1,4,0,6,3,5,1,10,7,5,Dưới 1 năm,Đại học,2,Đại học,Quản trị kinh doanh,Excel; SAP,,Excel; AutoCAD; Python; SAP
it_P2_921b61b86e73bd5c2a0fa22475f0d82e_11,it_P2,P2,IT,921b61b86e73bd5c2a0fa22475f0d82e,Nhân Viên Kinh Doanh / Tư Vấn / Sales Bất Động Sản,Bất động sản,11,skills_match,5,8,4,6,4,8,2,5,10,9,10,10,7,8,7,7,Không yêu cầu,Cao đẳng,2,Đại học,Quản trị kinh doanh,Excel; SAP,,Excel; AutoCAD; Python; SAP
it_P2_a5b40b32584c4c0995dab2a7320a38b9_13,it_P2,P2,IT,a5b40b32584c4c0995dab2a7320a38b9,Nhân Viên Kinh Doanh Phụ Gia Thức Ăn Chăn Nuôi| Thu Nhập Tới 30 Triệu | Kinh Nghiệm 2 Năm | Tại Hà Nội Và Hồ Chí Minh,Nhân viên kinh doanh,13,experience_match,4,5,4,4,4,4,2,4,10,9,5,5,6,9,6,6,2 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,Excel; SAP,Chuyên môn Nông/Lâm/Ngư nghiệp khác; Nông lâm ngư nghiệp,giao tiếp; đàm phán; làm việc độc lập; chủ động và trách nhiệm
